ID,Age,Gender,FamilyMembers,FinancialEducation,RiskPropensity,Income,Wealth,IncomeInvestment,AccumulationInvestment,FinancialStatus
46,55,1,2,0.247839305,0.201828726,40.17336026,45.95304831,0,0,0
47,53,0,3,0.43731824,0.445154942,77.97589538,146.9493585,1,1,0
48,63,1,3,0.395478591,0.23048602,112.2693373,111.1552567,0,1,0
49,73,0,2,0.498752852,0.466111019,14.42830728,18.10017372,0,1,0
50,65,0,2,0.456402114,0.395633997,113.5610958,258.1162802,0,1,0
51,47,1,2,0.281936546,0.170054879,11.97512079,13.78954191,0,0,0
52,57,0,4,0.48393495,0.367386318,182.3167347,88.60938858,0,1,0
53,43,0,2,0.308468708,0.457586504,46.87153737,34.48366397,0,1,0
54,47,0,2,0.403355408,0.241142382,36.13335826,41.89779651,0,0,0
55,55,0,3,0.433592066,0.319829433,74.64903404,73.29536125,0,1,0
56,74,1,1,0.566017042,0.199128164,112.6628531,178.4065267,1,0,0
57,50,1,2,0.448371293,0.319224671,40.24913494,46.64892775,1,0,0
58,59,0,3,0.460036174,0.240413442,92.42963109,100.7094542,0,1,0
59,51,1,2,0.188983931,0.220954169,111.937477,108.7436249,0,1,0
60,68,1,1,0.407599943,0.210448907,84.80062449,91.57768124,1,1,0
61,37,1,2,0.668386296,0.577055931,137.3496082,168.7100579,0,0,0
62,56,1,3,0.089257672,0.124204915,5.906170611,5.106772332,0,1,0
63,61,0,3,0.493520436,0.382827079,38.7238605,75.64911745,0,1,0
64,64,1,3,0.186486029,0.206755965,15.16437429,33.41299752,0,0,0
65,67,1,3,0.350377665,0.274260771,83.93843602,120.3155087,1,0,0
66,56,1,2,0.490854643,0.34895248,22.96328005,54.61760977,0,1,0
67,45,1,3,0.27099215,0.290730929,22.95042065,29.55579636,0,0,0
68,49,1,3,0.498768152,0.506286649,30.94863215,43.6570309,0,0,0
69,48,1,2,0.424759731,0.343625731,36.49481035,60.14302326,0,0,0
70,76,0,3,0.550244616,0.577340521,94.39776332,353.359195,1,1,0
71,50,0,2,0.479536853,0.296745861,48.82449317,31.67396055,0,1,0
72,62,0,2,0.355675863,0.171546483,27.83496203,32.19572872,0,0,0
73,53,0,2,0.494035066,0.441206151,50.54184547,32.07495144,1,1,0
74,71,0,4,0.397219437,0.098873327,97.058276,96.65419169,0,0,0
75,38,1,2,0.095086217,0.033801082,77.54984004,3.484505612,0,0,0
76,35,0,4,0.526975647,0.524837911,161.8611354,87.5435939,0,1,0
77,33,1,2,0.517626997,0.486425783,23.1311842,76.75737652,0,0,0
78,59,1,2,0.443915432,0.321582,96.50343262,105.912098,0,1,0
79,52,0,4,0.449039427,0.382014548,141.1084518,217.0893704,1,1,0
80,53,0,2,0.404948029,0.407098392,28.93246835,35.68719865,0,0,0
81,71,0,2,0.136410184,0.10941482,22.75865594,58.3872861,1,1,0
82,58,0,3,0.603989395,0.50324881,65.75393228,158.3284338,0,0,0
83,57,0,2,0.298400041,0.227943449,89.63121235,55.03504991,1,1,0
84,70,1,2,0.297273871,0.198163575,38.22809605,56.19561895,0,0,0
85,48,0,2,0.532702613,0.581388584,100.5416345,85.92934828,0,1,0
86,60,0,3,0.357664253,0.444642303,55.90133269,107.7607595,0,0,0
87,68,0,4,0.226684309,0.244171008,192.5766321,156.4515402,1,0,0
88,52,0,3,0.53854616,0.55980715,157.6758721,195.5170576,0,0,0
89,58,1,3,0.362428194,0.493538332,12.40928233,37.54244986,0,0,0
90,38,0,4,0.24115692,0.134689996,80.94293719,111.556606,0,0,0
91,43,1,4,0.641037592,0.342622072,58.28555058,70.7396503,0,0,0
92,56,0,3,0.374075655,0.449952539,22.02524362,63.95453465,1,0,0
93,62,0,3,0.312346686,0.28918462,38.63409615,40.72113477,0,1,0
94,75,1,2,0.238685871,0.137453854,84.33170947,139.7036518,1,0,0
95,47,1,3,0.340308222,0.416988756,29.97009142,25.46301997,0,1,0
96,57,1,2,0.577527711,0.513240251,102.1575345,123.3161111,0,0,0
97,54,1,2,0.541748281,0.661356091,80.40266308,47.90493056,0,1,0
98,43,0,2,0.341521826,0.306951622,44.32883862,31.64243501,0,1,0
99,46,1,2,0.370153844,0.288389298,8.251982679,8.634580158,0,0,0
100,40,1,3,0.537824354,0.396778551,33.23527559,28.32687405,0,1,0
101,70,0,2,0.718535705,0.171907007,71.52269698,119.7935005,1,0,0
102,49,0,2,0.423085073,0.326945731,44.91703611,52.38470781,0,0,0
103,56,1,3,0.296995831,0.400200954,46.6044968,113.1367865,0,0,0
104,49,0,2,0.475567423,0.294794694,92.65384698,44.27237417,0,1,0
105,58,1,3,0.280768606,0.277512182,29.6495492,25.22189874,0,1,0
106,43,0,3,0.667270374,0.299698352,127.8053534,43.91103114,0,1,0
107,59,0,2,0.323640266,0.386286049,29.24770944,44.36628452,0,0,0
108,64,0,2,0.325161164,0.420767312,26.95739685,69.52272246,0,0,0
109,73,1,4,0.164403823,0.122971427,61.79547526,65.18882697,0,0,0
110,52,1,3,0.208613476,0.124783254,131.917926,309.1864189,1,1,0
111,41,0,3,0.459848574,0.488150016,70.61214187,56.26980989,0,1,0
112,47,1,3,0.566012389,0.572313414,21.84956957,59.85797609,0,0,0
113,70,1,3,0.572037444,0.548384558,60.74308271,128.3020485,1,1,0
114,36,1,3,0.14521428,0.167640407,8.256697825,10.63902724,0,0,0
115,71,1,4,0.270069155,0.294812398,14.54173319,41.16378921,0,0,0
116,56,0,2,0.421957858,0.388727156,97.11303439,48.32086124,0,1,0
117,74,1,4,0.383450044,0.26127876,86.41370989,118.0605621,1,1,0
118,25,0,1,0.571515815,0.745595682,3.602804638,41.65564941,0,0,0
119,52,1,2,0.442011824,0.240728548,47.31637641,51.04673483,0,1,0
120,32,1,2,0.28806601,0.176293261,13.70325449,27.68421504,0,0,0
121,80,1,2,0.337196631,0.251289115,39.47254067,170.8764685,1,1,0
122,63,1,2,0.305469346,0.25318979,51.26021849,35.43921035,1,1,0
123,87,0,4,0.157119852,0.060139142,13.26635457,350.4696018,1,1,0
124,37,0,2,0.65005412,0.340876151,48.69305839,65.85967349,0,0,0
125,49,1,2,0.232388635,0.162377089,14.33445524,8.434604691,0,1,0
126,52,1,2,0.342961412,0.256149249,10.05576319,13.35854938,1,0,0
127,72,1,2,0.178544391,0.147127116,16.97492475,23.50221232,1,0,0
128,51,0,2,0.546756091,0.262737164,39.464466,24.95144637,0,1,0
129,65,0,2,0.244662082,0.165760722,67.04082405,74.51351282,0,0,0
130,30,0,2,0.189951308,0.18190898,41.98463851,27.21682615,0,1,0
131,49,1,2,0.199007159,0.122716894,14.87756502,23.79095074,1,1,0
132,43,0,2,0.555156535,0.597818765,71.80022566,26.46490362,0,1,0
133,40,0,2,0.686459443,0.620911258,50.38438574,53.96315995,0,1,0
134,62,0,3,0.312804996,0.239130874,60.56616541,28.79923157,0,1,0
135,57,1,3,0.487018811,0.514947388,41.8746106,125.870581,1,0,0
136,56,1,3,0.691800515,0.686628444,133.3399299,175.8347256,0,0,0
137,31,1,2,0.711785873,0.600903217,31.99374686,40.74862689,0,1,0
138,68,1,3,0.626423216,0.592657179,74.14752355,176.8967242,1,1,0
139,61,1,2,0.269955624,0.215489096,74.92495049,111.0757881,1,0,0
140,52,1,2,0.541078527,0.39902216,26.96749028,60.6773909,0,0,0
141,55,0,2,0.393179701,0.255872952,80.91704216,51.57405831,0,1,0
142,52,1,3,0.227235605,0.355439673,20.32708838,31.56596444,0,0,0
143,30,0,2,0.388602275,0.635904232,48.66266499,33.59690742,0,1,0
144,51,0,3,0.503231214,0.547647743,60.50808901,41.20610126,1,1,0
145,49,1,3,0.577969986,0.478231307,45.25579904,88.51039273,0,0,0
146,45,1,2,0.554734542,0.57991355,73.74199587,54.75071754,1,1,0
147,43,0,2,0.482714182,0.392540606,75.69121651,71.22339347,1,1,0
148,46,0,3,0.633470003,0.57753126,111.9466468,206.8275084,1,0,0
149,38,0,3,0.373436832,0.364778898,43.22927804,33.79716002,1,1,0
150,66,0,2,0.250846155,0.190680528,45.31760185,74.57447765,1,1,0
151,61,0,3,0.319924731,0.324959794,18.53811437,87.35454414,0,0,0
152,55,1,3,0.257531392,0.269002356,18.51397767,52.38419182,0,1,0
153,54,1,2,0.68512288,0.330996635,162.3963322,78.54749482,0,1,0
154,49,0,2,0.425063446,0.383778501,48.62299606,43.01338388,0,1,0
155,78,0,2,0.130559027,0.628744625,36.81245752,655.0026636,1,1,0
156,54,0,2,0.391346517,0.374082212,44.88764929,44.1645645,0,1,0
157,47,0,4,0.307821282,0.483634571,68.69487741,47.42551716,0,1,0
158,69,0,1,0.370810393,0.299614567,46.44837254,70.50744528,1,0,0
159,52,1,3,0.633028374,0.487269545,106.6258659,115.7505577,0,1,0
160,48,1,3,0.620808519,0.497754704,44.75983444,68.97119994,0,0,0
161,50,0,1,0.286194521,0.122976392,8.929223483,12.0718951,0,0,0
162,41,1,2,0.336093534,0.211198455,60.31971037,34.27945813,0,1,0
163,46,1,3,0.464529102,0.478144429,95.85196741,73.0324084,0,1,0
164,75,1,3,0.392005981,0.362652776,62.72184329,190.5775439,1,0,0
165,82,1,3,0.222326179,0.15491659,144.715628,567.7847947,1,1,0
166,59,0,3,0.601183517,0.719984926,85.9400622,120.6897472,0,0,0
167,44,0,3,0.273891498,0.444976251,47.37147693,47.91096319,0,1,0
168,45,0,2,0.730370278,0.626716543,104.6612547,185.9823167,1,0,0
169,53,0,2,0.373630055,0.311807689,33.6421695,52.51276042,0,1,0
170,65,0,2,0.48365017,0.44580974,85.75649242,147.7419852,0,1,0
171,38,0,3,0.319773502,0.272661276,25.18682434,39.13444156,0,0,0
172,33,1,2,0.279173171,0.419855228,18.14387358,17.11108889,0,0,0
173,34,0,4,0.675762901,0.642124801,95.70099865,43.30929057,0,1,0
174,61,1,3,0.403603415,0.420596831,167.393644,72.89275361,0,1,0
175,60,1,2,0.44274038,0.234756185,54.19759956,60.02170578,0,1,0
176,60,0,2,0.442082336,0.375354141,31.23347433,122.5323568,1,1,0
177,54,0,2,0.531528005,0.467625118,111.4533555,107.7539847,1,1,0
178,57,0,2,0.673920806,0.386131541,67.12734642,107.0161539,1,0,0
179,49,1,3,0.539278124,0.310613194,96.85840644,63.44163104,0,1,0
180,62,0,2,0.484779083,0.302213714,50.59858597,51.54172519,0,1,0
181,30,1,3,0.737750382,0.736224581,43.25786542,139.5153557,1,0,0
182,61,0,1,0.568709356,0.513118216,26.17259573,101.2885976,1,0,0
183,46,0,3,0.282719963,0.157562871,64.97905596,39.51446621,0,1,0
184,50,1,2,0.367658989,0.330823102,56.27036031,36.16063074,0,1,0
185,64,1,1,0.154761236,0.075907409,7.201011723,19.26006795,1,0,0
186,74,1,2,0.544035976,0.403998333,35.53231985,41.76021802,0,0,0
187,44,0,3,0.66432316,0.601947039,94.8235616,94.99850594,0,1,0
188,70,0,3,0.650654516,0.283941799,57.3534062,181.3360683,1,0,0
189,65,1,4,0.569827884,0.629390701,128.4415174,150.6778365,0,1,0
190,54,1,2,0.258468751,0.232827096,9.790911728,19.05719848,0,0,0
191,52,0,2,0.276861272,0.139396735,67.36614627,75.07994954,1,0,0
192,51,0,4,0.485809738,0.713978768,87.26838498,296.2651585,1,1,0
193,51,0,2,0.41092161,0.593625537,38.83604683,85.99991938,0,0,0
194,55,1,2,0.495428291,0.430646933,80.93942275,84.69702342,0,1,0
195,55,0,3,0.581175838,0.46698046,51.12185692,96.23033888,0,1,0
196,62,0,2,0.379119473,0.390479754,29.0531719,45.85536101,0,1,0
197,70,1,2,0.384252168,0.386446958,121.7249436,286.2508784,1,1,0
198,59,0,2,0.54009246,0.237637249,35.19394396,53.84014837,0,1,0
199,52,0,2,0.520876045,0.312211692,85.62969505,66.42956374,0,1,0
200,60,0,2,0.257826943,0.16566924,49.19997037,58.2269858,0,0,0
201,57,0,3,0.312318479,0.244942237,59.20145924,59.80644325,0,1,0
202,40,0,3,0.308679233,0.481281881,67.30211537,80.71228317,0,0,0
203,66,1,2,0.223118255,0.122023605,22.72841393,26.62327439,0,0,0
204,60,0,2,0.384149466,0.254341022,112.6077296,216.7827178,0,0,0
205,56,1,2,0.419323534,0.414989852,76.19065393,99.22649091,0,0,0
206,59,0,3,0.555106269,0.241308673,74.02738043,93.5704421,1,0,0
207,57,0,2,0.50410586,0.530976546,20.83794349,51.98807002,1,0,0
208,40,1,3,0.658454648,0.234691639,23.7318687,6.020129948,0,1,0
209,53,1,2,0.277334502,0.235588743,19.62483638,13.72549134,1,0,0
210,54,0,3,0.459547463,0.376950125,101.9339262,116.5345175,1,0,0
211,45,0,2,0.750972314,0.663870139,168.0904921,133.3237938,1,1,0
212,72,0,1,0.304903367,0.286843998,36.56676708,30.85422079,1,1,0
213,45,1,3,0.526766559,0.288077373,111.9763841,96.35262453,0,1,0
214,51,1,3,0.541803587,0.542105059,71.46045597,79.85756487,1,0,0
215,51,0,3,0.342456876,0.32066318,60.3113635,73.01963699,0,1,0
216,40,0,3,0.534281916,0.496038066,9.729887203,36.90070246,0,0,0
217,53,1,3,0.278347487,0.184504938,30.08263759,34.0471304,0,0,0
218,53,1,3,0.366386583,0.32889673,36.03852804,41.40846161,0,1,0
219,68,0,4,0.320956147,0.321571986,70.38549872,90.68589604,1,0,0
220,53,1,3,0.348301713,0.323144923,52.23279129,71.78792183,0,0,0
221,46,0,3,0.396049699,0.403603461,51.8129243,55.07096459,1,1,0
222,66,1,3,0.31673366,0.2099537,34.03728991,80.81388182,0,0,0
223,69,1,3,0.287290302,0.116718851,124.2911667,129.5170403,1,1,0
224,52,1,3,0.495083619,0.419523343,93.3257947,157.9446214,0,1,0
225,41,0,3,0.644575936,0.469241663,86.27806401,94.15094416,1,1,0
226,47,1,2,0.158299135,0.145350782,68.96517999,41.34031336,0,1,0
227,53,0,2,0.395844682,0.375396455,38.25406855,92.56108462,0,0,0
228,59,1,3,0.477431852,0.232549503,69.49644247,19.47846125,0,0,0
229,52,1,3,0.50027152,0.238905454,130.1250058,86.21628295,0,1,0
230,58,1,2,0.507064205,0.332999332,91.76708673,87.86992239,0,1,0
231,58,0,2,0.433925364,0.298836795,27.88191505,38.20764235,0,0,0
232,32,0,4,0.134606269,0.16327806,196.8296943,64.08832245,0,1,0
233,47,0,2,0.526600886,0.416542086,65.41357452,58.44466394,1,1,0
234,45,1,3,0.575600908,0.597949524,42.74968495,116.3271186,1,0,0
235,51,1,2,0.357882321,0.299311395,33.87993959,33.95560789,0,1,0
236,51,0,3,0.378718776,0.419175327,37.66334304,27.33966272,0,1,0
237,55,1,3,0.259181652,0.214805427,17.76148798,67.3390208,0,0,0
238,28,0,2,0.449844391,0.291046729,63.68615384,18.62119722,1,0,0
239,50,0,3,0.313769607,0.375371827,123.2050484,61.86489214,0,1,0
240,68,1,2,0.570700342,0.36327033,129.2687932,109.9634697,1,0,0
241,44,0,3,0.268630871,0.170947547,54.98508112,32.53021361,0,1,0
242,76,1,4,0.245409083,0.336510374,162.1552287,338.1469634,1,1,0
243,58,1,2,0.559652822,0.497895297,44.47625517,55.37363776,0,1,0
244,55,0,3,0.459249562,0.421859824,101.9294926,104.2804673,0,1,0
245,58,0,3,0.364642658,0.231447895,151.8678647,163.5291083,0,1,0
246,35,0,3,0.368961846,0.395260313,12.7075477,55.3623016,0,1,0
247,54,0,4,0.533095475,0.345630175,43.42913815,58.76902202,0,0,0
248,72,1,3,0.528179254,0.425666972,156.7230097,209.5238262,1,1,0
249,56,0,3,0.512373398,0.378792209,57.40696055,75.65649075,0,0,0
250,55,0,2,0.59168736,0.522222639,63.29857092,171.1151878,1,0,0
251,44,1,1,0.241151312,0.205474959,4.305029706,4.901306575,0,0,0
252,54,0,3,0.392761001,0.294087319,68.75154063,54.23369455,0,1,0
253,59,1,4,0.13956965,0.167286233,23.582502,32.38838282,1,0,0
254,60,1,3,0.468368103,0.263462515,43.2338161,73.42412944,0,1,0
255,44,1,2,0.68269045,0.527141557,5.038035531,61.81710008,0,0,0
256,51,0,3,0.457237521,0.235221084,99.15172017,96.24735604,0,1,0
257,78,1,1,0.156416454,0.102796868,170.6005077,242.1727066,1,1,0
258,36,0,2,0.21163306,0.324502863,17.9522633,15.13688417,0,0,0
259,74,1,1,0.61722943,0.462121754,74.25770436,207.1900537,1,0,0
260,60,0,3,0.206811605,0.16614047,61.28058053,83.0385771,0,0,0
261,64,1,3,0.508950929,0.438579911,47.52606586,90.22117888,1,1,0
262,34,0,3,0.460068785,0.49002387,85.63176994,135.1039886,1,0,0
263,50,1,2,0.411167293,0.322887367,45.86157376,68.48373995,0,1,0
264,53,1,2,0.343041142,0.213071416,25.10917402,25.63620949,0,1,0
265,59,0,3,0.490825429,0.572925395,74.90289496,175.3817434,1,1,0
266,41,1,2,0.410405738,0.376260904,54.11693206,51.42141542,1,1,0
267,59,0,3,0.293536109,0.405338117,31.80281931,41.58159324,0,1,0
268,46,0,3,0.394306705,0.364793784,51.93009681,69.81820056,1,0,0
269,56,0,3,0.418623237,0.472992268,64.80448915,55.01028882,0,1,0
270,60,1,2,0.382703207,0.359612438,32.32927977,53.432441,0,0,0
271,63,1,2,0.540004569,0.417116022,175.0459641,132.9047321,0,1,0
272,73,1,2,0.46230347,0.136939702,12.56481441,40.16987284,0,1,0
273,67,1,3,0.143922134,0.114459181,63.90736136,43.49113701,1,1,0
274,49,0,3,0.325778081,0.291046176,29.07984934,31.71615353,0,1,0
275,57,1,2,0.401162388,0.393156716,46.04637743,77.21503146,0,0,0
276,44,1,2,0.488705809,0.510415718,81.58384184,61.65813813,0,1,0
277,40,0,3,0.578098714,0.536072016,79.68144134,109.7694282,0,0,0
278,65,0,2,0.506781156,0.395716071,23.03612957,107.8207823,0,1,0
279,55,1,3,0.332949397,0.361592274,23.58484625,70.97434643,0,0,0
280,54,1,1,0.739896032,0.49124357,11.98694214,19.31019233,0,0,0
281,67,0,2,0.262365975,0.329226893,18.80552859,34.06387623,0,1,0
282,72,1,2,0.092670203,0.057533395,34.83337467,30.32344121,1,0,0
283,61,1,3,0.459163378,0.203762516,66.98862424,84.10107873,1,1,0
284,69,1,3,0.549159502,0.419386572,33.90603887,192.4652343,1,0,0
285,67,0,2,0.57792783,0.261246015,222.9021463,353.2909068,1,1,0
286,57,0,2,0.482853431,0.422591115,63.6345106,92.19515995,0,0,0
287,46,0,2,0.577888197,0.599063398,12.97924568,39.23985967,0,0,0
288,47,1,3,0.440198352,0.252621683,43.07145708,28.18232027,0,0,0
289,69,1,3,0.641400972,0.313523537,65.44514315,137.349568,1,0,0
290,36,1,2,0.642860715,0.529777097,21.25025309,36.86048447,0,0,0
291,55,0,3,0.435294241,0.36801131,32.29685348,69.79668431,0,0,0
292,30,0,3,0.637435525,0.690530117,142.5852549,74.27798682,0,1,0
293,68,1,3,0.58590929,0.51140276,109.5734922,352.164382,1,1,0
294,71,1,4,0.710613161,0.653559738,132.8666645,117.249113,1,1,0
295,55,1,1,0.370345935,0.179527482,23.64771141,16.58771142,0,0,0
296,54,0,2,0.608622306,0.498481266,78.69295414,120.9727124,0,0,0
297,30,0,2,0.643635491,0.664982495,34.75839001,60.56993063,0,0,0
298,63,0,2,0.604192091,0.546102637,34.20404166,139.0386557,1,1,0
299,41,0,2,0.544804912,0.455632988,22.54681364,28.53845966,0,0,0
300,38,1,3,0.422095755,0.378826839,44.57526347,40.63132291,1,1,0
301,56,1,2,0.497222716,0.625104092,41.58907349,83.4139,0,0,0
302,39,1,1,0.659097949,0.578294204,12.94361893,3.904644267,0,1,0
303,62,1,2,0.301723033,0.179517447,25.89358788,24.64080804,0,1,0
304,65,1,3,0.194940276,0.153402957,55.29310416,53.69783074,1,0,0
305,62,1,2,0.483221015,0.394903675,60.39788691,94.33143514,0,1,0
306,39,0,4,0.512448274,0.703791959,144.4260563,32.2544168,1,1,0
307,58,1,2,0.441777767,0.347587225,63.94157608,79.33540719,0,1,0
308,57,1,3,0.38665172,0.363830259,98.03127547,61.81246194,1,1,0
309,63,0,2,0.309055322,0.410416001,57.29539194,46.18866112,0,1,0
310,63,0,3,0.541577349,0.591613094,53.8582646,144.1491476,1,0,0
311,70,0,1,0.648069158,0.389124624,215.5352466,297.2229841,1,1,0
312,54,0,3,0.474716768,0.337750035,134.5434528,121.9681927,0,1,0
313,53,0,2,0.397742712,0.482339893,24.08334339,66.60382697,0,0,0
314,64,1,2,0.39268419,0.320091254,61.81890883,95.56939557,1,0,0
315,19,0,1,0.44002648,0.405027149,1.537764666,2.183820103,0,0,0
316,48,0,2,0.209018684,0.123494003,77.13374995,35.8550987,0,1,0
317,43,1,2,0.463109006,0.197970724,41.94425234,17.08279867,0,0,0
318,48,0,1,0.682308186,0.401431054,19.82331526,129.4684749,0,0,0
319,61,0,3,0.423328789,0.47904751,15.32499987,49.21067593,0,1,0
320,66,0,4,0.306418576,0.240760991,11.87318168,72.95919105,1,1,0
321,41,0,3,0.577826128,0.406009946,182.0450019,209.2735266,0,0,0
322,48,0,2,0.634008669,0.489658326,15.61360398,58.88257713,0,0,0
323,57,1,3,0.494955127,0.51844234,110.0186453,168.8948604,1,0,0
324,52,0,3,0.506800714,0.342012751,35.89522296,51.14589585,0,0,0
325,60,1,3,0.443016071,0.131789918,67.82473009,141.4607029,1,0,0
326,58,1,2,0.351785982,0.244993099,63.07690718,35.34622017,0,1,0
327,48,1,2,0.436403607,0.452712709,59.96410066,55.20656,0,1,0
328,51,1,2,0.66134766,0.693994129,153.7679283,268.2852003,1,1,0
329,29,1,3,0.409097165,0.591734203,42.40668158,24.49358371,0,1,0
330,67,1,3,0.484383256,0.43373089,51.49642848,172.0418728,1,1,0
331,49,0,2,0.432859988,0.395980694,123.4028112,97.37497025,0,1,0
332,42,1,1,0.520756966,0.30117729,69.73564882,72.66359747,0,1,0
333,53,0,2,0.361782327,0.364196768,23.46083093,29.89117472,0,0,0
334,33,0,4,0.229590499,0.190744544,11.78349711,5.746838439,0,0,0
335,55,0,3,0.14861021,0.180543299,59.92154362,58.56135986,0,1,0
336,49,0,3,0.55271605,0.329612556,78.9448087,62.70356297,0,1,0
337,83,0,2,0.473135225,0.297730688,117.5394008,198.4061042,1,0,0
338,68,1,4,0.499483963,0.570007387,111.0838057,162.5396944,1,1,0
339,19,0,1,0.692337701,0.591516399,8.490332235,4.440789476,0,0,0
340,61,1,2,0.16246001,0.179316064,32.68553992,18.9351463,0,0,0
341,48,1,3,0.431010865,0.381292942,86.80324891,73.53263966,0,1,0
342,53,1,3,0.589004372,0.470175451,66.10405432,95.19160005,1,1,0
343,57,0,2,0.558224169,0.481192127,28.75772382,74.86058719,0,1,0
344,72,0,4,0.344392486,0.20689078,3.652229259,32.53983768,0,0,0
345,50,0,3,0.324006382,0.432619556,114.7568696,77.2575172,0,1,0
346,76,1,3,0.300919074,0.171314009,69.6828246,126.785837,1,0,0
347,49,0,2,0.492878816,0.301606719,59.38361901,49.48893799,0,1,0
348,58,0,3,0.443950888,0.343994852,66.41290057,54.85122171,1,1,0
349,64,0,3,0.270735933,0.360744243,18.88927178,151.7332402,1,1,0
350,56,1,4,0.330451008,0.386093098,121.4006643,113.3874443,0,1,0
351,67,1,2,0.322131559,0.371056205,147.6558992,149.5267114,1,0,0
352,58,1,2,0.535016591,0.609576133,73.30089225,137.2454198,1,0,0
353,40,0,2,0.693454313,0.539289872,105.3803199,154.3600089,1,0,0
354,38,1,1,0.482932588,0.352964558,33.9929239,33.13313678,0,0,0
355,75,0,2,0.212734627,0.240462301,72.97167066,214.025185,1,0,0
356,49,0,1,0.473250052,0.361855468,34.45738387,53.47378586,0,1,0
357,57,1,4,0.568421,0.57003681,39.89024106,148.051661,1,0,0
358,60,0,3,0.392162694,0.39340655,72.33422786,74.30707182,1,1,0
359,56,1,3,0.251174484,0.316475068,41.07821316,69.25211578,0,0,0
360,46,1,3,0.315666617,0.292924021,40.33542661,33.96998914,0,1,0
361,52,0,3,0.498900037,0.547703709,41.29015592,90.27801267,1,1,0
362,53,0,4,0.406087175,0.366109619,119.8437063,125.0171545,1,1,0
363,70,0,2,0.472593505,0.224436932,78.32339779,79.14174239,1,0,0
364,45,0,2,0.486358611,0.33605691,28.59553028,48.09611864,0,0,0
365,63,1,3,0.498753673,0.491289049,32.05247069,127.6153057,1,1,0
